parent_method,clustering_algorithm,median_ari,family,panel,metric,median_value,dataset_category,dataset_id,ari,ARI,NMI,pearson_r,appearances,fraction,n_top_three_slots,median_rank,q1_rank,q3_rank,top3_fraction,dataset_algorithm_tasks,eligible_task_count,kmeans,louvain,spectral,algorithm_range,algorithm_sd,n_algorithms,median_absolute_gap,q1_absolute_gap,q3_absolute_gap,task_count
tGPLVM,louvain,,linear,e,,,benchmarker,Zhengmix4eq,,0.06,0.25,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,e,,,benchmarker,Zhengmix4eq,,0.37,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,e,,,scDesign3,ACINAR,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,e,,,scDesign3,ACINAR,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,e,,,scDesign3,ACINAR,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,e,,,scDesign3,ACINAR,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,e,,,scDesign3,ACINAR,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,e,,,scDesign3,ACINAR,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,e,,,scDesign3,ACINAR,,0.14,0.23,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,e,,,scDesign3,ACINAR,,0.07,0.25,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,e,,,scDesign3,ACINAR,,0.09,0.19,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,e,,,scDesign3,ACINAR,,0.29,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,e,,,scDesign3,ACINAR,,0.14,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,e,,,scDesign3,ACINAR,,0.3,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,e,,,scDesign3,ACINAR,,0.25,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,e,,,scDesign3,ACINAR,,0.12,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,e,,,scDesign3,ACINAR,,0.23,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,e,,,scDesign3,ACINAR,,0.15,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,e,,,scDesign3,ACINAR,,0.1,0.33,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,e,,,scDesign3,ACINAR,,0.17,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,e,,,scDesign3,ACINAR,,0.16,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,e,,,scDesign3,ACINAR,,0.09,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,e,,,scDesign3,ACINAR,,0.17,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,e,,,scDesign3,ACINAR,,-0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,e,,,scDesign3,ACINAR,,-0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,e,,,scDesign3,ACINAR,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,e,,,scDesign3,ACINAR,,0.17,0.27,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,e,,,scDesign3,ACINAR,,0.11,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,e,,,scDesign3,ACINAR,,0.18,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,e,,,scDesign3,ACINAR,,0.19,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,e,,,scDesign3,ACINAR,,0.08,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,e,,,scDesign3,ACINAR,,0.19,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,e,,,scDesign3,ACINAR,,0.26,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,e,,,scDesign3,ACINAR,,0.13,0.37,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,e,,,scDesign3,ACINAR,,0.23,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,e,,,scDesign3,ACINAR,,0.22,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,e,,,scDesign3,ACINAR,,0.11,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,e,,,scDesign3,ACINAR,,0.21,0.37,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,e,,,scDesign3,ACINAR,,0.175,0.29500000000000004,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,e,,,scDesign3,ACINAR,,0.11,0.33499999999999996,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,e,,,scDesign3,ACINAR,,0.18,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,e,,,scDesign3,ACINAR,,-0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,e,,,scDesign3,ACINAR,,-0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,e,,,scDesign3,ACINAR,,-0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,e,,,scDesign3,ACINAR,,0.23,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,e,,,scDesign3,ACINAR,,0.12,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,e,,,scDesign3,ACINAR,,0.21,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,e,,,scDesign3,ACINAR,,0.23,0.38,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,e,,,scDesign3,ACINAR,,0.13,0.37,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,e,,,scDesign3,ACINAR,,0.21,0.37,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,e,,,scDesign3,ACINAR,,0.3,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,e,,,scDesign3,ACINAR,,0.19,0.49,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,e,,,scDesign3,ACINAR,,0.28,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,e,,,scDesign3,ACINAR,,0.23,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,e,,,scDesign3,ACINAR,,0.11,0.37,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,e,,,scDesign3,ACINAR,,0.26,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,e,,,scDesign3,ACINAR,,0.27,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,e,,,scDesign3,ACINAR,,0.15,0.42,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,e,,,scDesign3,ACINAR,,0.26,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,e,,,scDesign3,ACINAR,,0.14,0.27,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,e,,,scDesign3,ACINAR,,0.08,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,e,,,scDesign3,ACINAR,,0.14,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,e,,,scDesign3,ACINAR,,0.15,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,e,,,scDesign3,ACINAR,,0.08,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,e,,,scDesign3,ACINAR,,0.15,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,e,,,scDesign3,ACINAR,,0.3,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,e,,,scDesign3,ACINAR,,0.14,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,e,,,scDesign3,ACINAR,,0.26,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,e,,,scDesign3,ACINAR,,0.15,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,e,,,scDesign3,ACINAR,,0.1,0.33,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,e,,,scDesign3,ACINAR,,0.15,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,e,,,scDesign3,ACINAR,,0.21,0.33,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,e,,,scDesign3,ACINAR,,0.12,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,e,,,scDesign3,ACINAR,,0.21,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,e,,,scDesign3,ACINAR,,0.34,0.48,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,e,,,scDesign3,ACINAR,,0.18,0.51,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,e,,,scDesign3,ACINAR,,0.29,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,e,,,scDesign3,ACINAR,,0.01,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,e,,,scDesign3,ACINAR,,0.0,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,e,,,scDesign3,ACINAR,,0.01,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,e,,,scDesign3,ATAC,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,e,,,scDesign3,ATAC,,-0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,e,,,scDesign3,ATAC,,0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,e,,,scDesign3,ATAC,,0.15,0.27,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,e,,,scDesign3,ATAC,,0.02,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,e,,,scDesign3,ATAC,,0.12,0.27,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,e,,,scDesign3,ATAC,,0.16,0.42,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,e,,,scDesign3,ATAC,,0.04,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,e,,,scDesign3,ATAC,,0.19,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,e,,,scDesign3,ATAC,,0.44,0.63,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,e,,,scDesign3,ATAC,,0.06,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,e,,,scDesign3,ATAC,,0.28,0.58,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,e,,,scDesign3,ATAC,,0.32,0.58,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,e,,,scDesign3,ATAC,,0.06,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,e,,,scDesign3,ATAC,,0.26,0.57,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,e,,,scDesign3,ATAC,,0.37,0.47,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,e,,,scDesign3,ATAC,,0.04,0.37,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,e,,,scDesign3,ATAC,,0.18,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,e,,,scDesign3,ATAC,,0.49,0.61,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,e,,,scDesign3,ATAC,,0.05,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,e,,,scDesign3,ATAC,,0.28,0.56,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,e,,,scDesign3,ATAC,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,e,,,scDesign3,ATAC,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,e,,,scDesign3,ATAC,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,e,,,scDesign3,ATAC,,0.3,0.42,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,e,,,scDesign3,ATAC,,0.04,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,e,,,scDesign3,ATAC,,0.17,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,e,,,scDesign3,ATAC,,0.34,0.53,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,e,,,scDesign3,ATAC,,0.06,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,e,,,scDesign3,ATAC,,0.25,0.51,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,e,,,scDesign3,ATAC,,0.29,0.55,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,e,,,scDesign3,ATAC,,0.07,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,e,,,scDesign3,ATAC,,0.28,0.53,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,e,,,scDesign3,ATAC,,0.29,0.59,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,e,,,scDesign3,ATAC,,0.06,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,e,,,scDesign3,ATAC,,0.28,0.58,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,e,,,scDesign3,ATAC,,0.22,0.45499999999999996,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,e,,,scDesign3,ATAC,,0.04,0.375,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,e,,,scDesign3,ATAC,,0.185,0.445,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,e,,,scDesign3,ATAC,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,e,,,scDesign3,ATAC,,-0.0,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,e,,,scDesign3,ATAC,,-0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,e,,,scDesign3,ATAC,,0.28,0.54,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,e,,,scDesign3,ATAC,,0.07,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,e,,,scDesign3,ATAC,,0.25,0.53,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,e,,,scDesign3,ATAC,,0.25,0.52,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,e,,,scDesign3,ATAC,,0.05,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,e,,,scDesign3,ATAC,,0.25,0.51,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,e,,,scDesign3,ATAC,,0.25,0.6,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,e,,,scDesign3,ATAC,,0.06,0.5,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,e,,,scDesign3,ATAC,,0.33,0.64,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,e,,,scDesign3,ATAC,,0.78,0.7,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,e,,,scDesign3,ATAC,,0.07,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,e,,,scDesign3,ATAC,,0.23,0.55,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,e,,,scDesign3,ATAC,,0.39,0.55,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,e,,,scDesign3,ATAC,,0.05,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,e,,,scDesign3,ATAC,,0.25,0.52,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,e,,,scDesign3,ATAC,,0.2,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,e,,,scDesign3,ATAC,,0.12,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,e,,,scDesign3,ATAC,,0.1,0.2,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,e,,,scDesign3,ATAC,,0.14,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,e,,,scDesign3,ATAC,,0.04,0.38,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,e,,,scDesign3,ATAC,,0.25,0.49,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,e,,,scDesign3,ATAC,,0.42,0.63,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,e,,,scDesign3,ATAC,,0.06,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,e,,,scDesign3,ATAC,,0.28,0.59,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,e,,,scDesign3,ATAC,,0.14,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,e,,,scDesign3,ATAC,,0.04,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,e,,,scDesign3,ATAC,,0.15,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,e,,,scDesign3,ATAC,,0.34,0.53,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,e,,,scDesign3,ATAC,,0.06,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,e,,,scDesign3,ATAC,,0.22,0.51,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,e,,,scDesign3,ATAC,,0.31,0.66,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,e,,,scDesign3,ATAC,,0.08,0.55,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,e,,,scDesign3,ATAC,,0.42,0.7,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,e,,,scDesign3,ATAC,,0.28,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,e,,,scDesign3,ATAC,,0.04,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,e,,,scDesign3,ATAC,,0.14,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,e,,,scDesign3,BATCH,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,e,,,scDesign3,BATCH,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,e,,,scDesign3,BATCH,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,e,,,scDesign3,BATCH,,0.02,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,e,,,scDesign3,BATCH,,0.0,0.05,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,e,,,scDesign3,BATCH,,0.02,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,e,,,scDesign3,BATCH,,0.16,0.26,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,e,,,scDesign3,BATCH,,0.04,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,e,,,scDesign3,BATCH,,0.11,0.2,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,e,,,scDesign3,BATCH,,0.55,0.69,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,e,,,scDesign3,BATCH,,0.08,0.48,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,e,,,scDesign3,BATCH,,0.47,0.67,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,e,,,scDesign3,BATCH,,0.5,0.66,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,e,,,scDesign3,BATCH,,0.08,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,e,,,scDesign3,BATCH,,0.48,0.64,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,e,,,scDesign3,BATCH,,0.19,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,e,,,scDesign3,BATCH,,0.05,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,e,,,scDesign3,BATCH,,0.22,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,e,,,scDesign3,BATCH,,0.39,0.57,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,e,,,scDesign3,BATCH,,0.07,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,e,,,scDesign3,BATCH,,0.34,0.55,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,e,,,scDesign3,BATCH,,0.06,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,e,,,scDesign3,BATCH,,0.01,0.1,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,e,,,scDesign3,BATCH,,0.05,0.07,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,e,,,scDesign3,BATCH,,0.3,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,e,,,scDesign3,BATCH,,0.06,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,e,,,scDesign3,BATCH,,0.22,0.42,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,e,,,scDesign3,BATCH,,0.23,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,e,,,scDesign3,BATCH,,0.07,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,e,,,scDesign3,BATCH,,0.25,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,e,,,scDesign3,BATCH,,0.4,0.58,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,e,,,scDesign3,BATCH,,0.08,0.47,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,e,,,scDesign3,BATCH,,0.41,0.59,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,e,,,scDesign3,BATCH,,0.41,0.59,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,e,,,scDesign3,BATCH,,0.07,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,e,,,scDesign3,BATCH,,0.38,0.56,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,e,,,scDesign3,BATCH,,0.22999999999999998,0.405,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,e,,,scDesign3,BATCH,,0.07500000000000001,0.43000000000000005,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,e,,,scDesign3,BATCH,,0.28,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,e,,,scDesign3,BATCH,,0.04,0.07,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,e,,,scDesign3,BATCH,,0.01,0.1,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,e,,,scDesign3,BATCH,,0.03,0.06,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,e,,,scDesign3,BATCH,,0.32,0.53,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,e,,,scDesign3,BATCH,,0.07,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,e,,,scDesign3,BATCH,,0.37,0.55,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,e,,,scDesign3,BATCH,,0.42,0.6,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,e,,,scDesign3,BATCH,,0.08,0.47,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,e,,,scDesign3,BATCH,,0.31,0.53,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,e,,,scDesign3,BATCH,,0.44,0.62,0.9191594713982467,,,,,,,,,,,,,,,,,,,
