method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric
VASC,0.48,VASC,VASC,scDesign3,SCGEMRNA,spectral,NMI
scGBM,0.69,scGBM,scGBM,scDesign3,SCGEMRNA,spectral,NMI
SPDR,0.68,SPDR,SPDR,scDesign3,SCGEMRNA,spectral,NMI
pCMF,0.28,pCMF,pCMF,scDesign3,SCGEMRNA,spectral,NMI
SQuaD_MDS_hybrid,0.7,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCGEMRNA,spectral,NMI
SCDRHA,0.69,SCDRHA,SCDRHA,scDesign3,SCGEMRNA,spectral,NMI
TSNE,0.65,t-SNE,t-SNE,scDesign3,SCGEMRNA,spectral,NMI
UMAP,0.69,UMAP,UMAP,scDesign3,SCGEMRNA,spectral,NMI
VAE,0.64,VAE,VAE,scDesign3,SCGEMRNA,spectral,NMI
DREAM,0.4,DREAM,DREAM,scDesign3,SCGEMRNA,spectral,NMI
ZIFA,0.67,ZIFA,ZIFA,scDesign3,SCGEMRNA,spectral,NMI
SSNMDI,0.43,SSNMDI,SSNMDI,scDesign3,SCGEMRNA,spectral,NMI
tGPLVM,0.47,tGPLVM,tGPLVM,scDesign3,SCGEMRNA,spectral,NMI
SQuaD_MDS,0.64,SQuaD-MDS,SQuaD-MDS,scDesign3,SCGEMRNA,spectral,NMI
GLMPCA,0.65,GLMPCA,GLMPCA,scDesign3,SCGEMRNA,spectral,NMI
PaCMAP,0.53,PaCMAP,PaCMAP,scDesign3,SCGEMRNA,spectral,NMI
ParametricUMAP200,0.6,Parametric UMAP 200,UMAP,scDesign3,SCGEMRNA,spectral,NMI
scScope,0.45,scScope,scScope,scDesign3,SCGEMRNA,spectral,NMI
scvis,0.74,scvis,scvis,scDesign3,SCGEMRNA,spectral,NMI
EDGE,0.7,EDGE,EDGE,scDesign3,SCGEMRNA,spectral,NMI
TriMap,0.73,TriMap,TriMap,scDesign3,SCGEMRNA,spectral,NMI
ParametricUMAP50,0.74,Parametric UMAP 50,UMAP,scDesign3,SCGEMRNA,spectral,NMI
DRA,0.03,DRA,DRA,scDesign3,SCGEMRNA,spectral,NMI
SIMLR,0.45,SIMLR,SIMLR,scDesign3,SCGEMRNA,spectral,NMI
SAUCIE,0.75,SAUCIE,SAUCIE,scDesign3,SCGEMRNA,spectral,NMI
PCA,0.64,PCA,PCA,scDesign3,SCGEMRNA,spectral,NMI
PHATE,0.71,PHATE,PHATE,scDesign3,SCGEMRNA,spectral,NMI
ivis,0.35,IVIS,IVIS,scDesign3,SCGEMRNA,spectral,SIL
scGAE,0.52,scGAE,scGAE,scDesign3,SCGEMRNA,spectral,SIL
VASC,0.28,VASC,VASC,scDesign3,SCGEMRNA,spectral,SIL
scGBM,0.52,scGBM,scGBM,scDesign3,SCGEMRNA,spectral,SIL
SPDR,0.55,SPDR,SPDR,scDesign3,SCGEMRNA,spectral,SIL
pCMF,0.37,pCMF,pCMF,scDesign3,SCGEMRNA,spectral,SIL
SQuaD_MDS_hybrid,0.46,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCGEMRNA,spectral,SIL
SCDRHA,0.68,SCDRHA,SCDRHA,scDesign3,SCGEMRNA,spectral,SIL
TSNE,0.49,t-SNE,t-SNE,scDesign3,SCGEMRNA,spectral,SIL
UMAP,0.52,UMAP,UMAP,scDesign3,SCGEMRNA,spectral,SIL
VAE,0.54,VAE,VAE,scDesign3,SCGEMRNA,spectral,SIL
DREAM,0.36,DREAM,DREAM,scDesign3,SCGEMRNA,spectral,SIL
ZIFA,0.47,ZIFA,ZIFA,scDesign3,SCGEMRNA,spectral,SIL
SSNMDI,0.67,SSNMDI,SSNMDI,scDesign3,SCGEMRNA,spectral,SIL
tGPLVM,0.29,tGPLVM,tGPLVM,scDesign3,SCGEMRNA,spectral,SIL
SQuaD_MDS,0.38,SQuaD-MDS,SQuaD-MDS,scDesign3,SCGEMRNA,spectral,SIL
GLMPCA,0.57,GLMPCA,GLMPCA,scDesign3,SCGEMRNA,spectral,SIL
PaCMAP,0.59,PaCMAP,PaCMAP,scDesign3,SCGEMRNA,spectral,SIL
ParametricUMAP200,0.44,Parametric UMAP 200,UMAP,scDesign3,SCGEMRNA,spectral,SIL
scScope,0.46,scScope,scScope,scDesign3,SCGEMRNA,spectral,SIL
scvis,0.45,scvis,scvis,scDesign3,SCGEMRNA,spectral,SIL
EDGE,0.6,EDGE,EDGE,scDesign3,SCGEMRNA,spectral,SIL
TriMap,0.63,TriMap,TriMap,scDesign3,SCGEMRNA,spectral,SIL
ParametricUMAP50,0.59,Parametric UMAP 50,UMAP,scDesign3,SCGEMRNA,spectral,SIL
DRA,0.36,DRA,DRA,scDesign3,SCGEMRNA,spectral,SIL
SIMLR,0.49,SIMLR,SIMLR,scDesign3,SCGEMRNA,spectral,SIL
SAUCIE,0.46,SAUCIE,SAUCIE,scDesign3,SCGEMRNA,spectral,SIL
PCA,0.42,PCA,PCA,scDesign3,SCGEMRNA,spectral,SIL
PHATE,0.61,PHATE,PHATE,scDesign3,SCGEMRNA,spectral,SIL
ivis,0.1,IVIS,IVIS,scDesign3,SCIATAC,kmeans,ARI
scGAE,0.03,scGAE,scGAE,scDesign3,SCIATAC,kmeans,ARI
VASC,0.05,VASC,VASC,scDesign3,SCIATAC,kmeans,ARI
scGBM,0.2,scGBM,scGBM,scDesign3,SCIATAC,kmeans,ARI
SPDR,0.07,SPDR,SPDR,scDesign3,SCIATAC,kmeans,ARI
pCMF,0.01,pCMF,pCMF,scDesign3,SCIATAC,kmeans,ARI
SQuaD_MDS_hybrid,0.02,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,kmeans,ARI
SCDRHA,0.06,SCDRHA,SCDRHA,scDesign3,SCIATAC,kmeans,ARI
TSNE,0.13,t-SNE,t-SNE,scDesign3,SCIATAC,kmeans,ARI
UMAP,0.07,UMAP,UMAP,scDesign3,SCIATAC,kmeans,ARI
VAE,0.02,VAE,VAE,scDesign3,SCIATAC,kmeans,ARI
DREAM,-0.0,DREAM,DREAM,scDesign3,SCIATAC,kmeans,ARI
ZIFA,0.15,ZIFA,ZIFA,scDesign3,SCIATAC,kmeans,ARI
SSNMDI,0.04,SSNMDI,SSNMDI,scDesign3,SCIATAC,kmeans,ARI
tGPLVM,0.01,tGPLVM,tGPLVM,scDesign3,SCIATAC,kmeans,ARI
SQuaD_MDS,0.0,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,kmeans,ARI
GLMPCA,0.21,GLMPCA,GLMPCA,scDesign3,SCIATAC,kmeans,ARI
PaCMAP,0.04,PaCMAP,PaCMAP,scDesign3,SCIATAC,kmeans,ARI
ParametricUMAP200,0.04,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,kmeans,ARI
scScope,0.01,scScope,scScope,scDesign3,SCIATAC,kmeans,ARI
scvis,0.02,scvis,scvis,scDesign3,SCIATAC,kmeans,ARI
EDGE,0.06,EDGE,EDGE,scDesign3,SCIATAC,kmeans,ARI
TriMap,0.06,TriMap,TriMap,scDesign3,SCIATAC,kmeans,ARI
ParametricUMAP50,0.04,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,kmeans,ARI
DRA,-0.0,DRA,DRA,scDesign3,SCIATAC,kmeans,ARI
SIMLR,0.03,SIMLR,SIMLR,scDesign3,SCIATAC,kmeans,ARI
SAUCIE,0.04,SAUCIE,SAUCIE,scDesign3,SCIATAC,kmeans,ARI
PCA,0.09,PCA,PCA,scDesign3,SCIATAC,kmeans,ARI
PHATE,0.06,PHATE,PHATE,scDesign3,SCIATAC,kmeans,ARI
ivis,0.14,IVIS,IVIS,scDesign3,SCIATAC,kmeans,COMP
scGAE,0.05,scGAE,scGAE,scDesign3,SCIATAC,kmeans,COMP
VASC,0.06,VASC,VASC,scDesign3,SCIATAC,kmeans,COMP
scGBM,0.26,scGBM,scGBM,scDesign3,SCIATAC,kmeans,COMP
SPDR,0.12,SPDR,SPDR,scDesign3,SCIATAC,kmeans,COMP
pCMF,0.03,pCMF,pCMF,scDesign3,SCIATAC,kmeans,COMP
SQuaD_MDS_hybrid,0.04,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,kmeans,COMP
SCDRHA,0.07,SCDRHA,SCDRHA,scDesign3,SCIATAC,kmeans,COMP
TSNE,0.19,t-SNE,t-SNE,scDesign3,SCIATAC,kmeans,COMP
UMAP,0.12,UMAP,UMAP,scDesign3,SCIATAC,kmeans,COMP
VAE,0.05,VAE,VAE,scDesign3,SCIATAC,kmeans,COMP
DREAM,0.01,DREAM,DREAM,scDesign3,SCIATAC,kmeans,COMP
ZIFA,0.23,ZIFA,ZIFA,scDesign3,SCIATAC,kmeans,COMP
SSNMDI,0.08,SSNMDI,SSNMDI,scDesign3,SCIATAC,kmeans,COMP
tGPLVM,0.02,tGPLVM,tGPLVM,scDesign3,SCIATAC,kmeans,COMP
SQuaD_MDS,0.05,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,kmeans,COMP
GLMPCA,0.27,GLMPCA,GLMPCA,scDesign3,SCIATAC,kmeans,COMP
PaCMAP,0.06,PaCMAP,PaCMAP,scDesign3,SCIATAC,kmeans,COMP
ParametricUMAP200,0.06,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,kmeans,COMP
scScope,0.03,scScope,scScope,scDesign3,SCIATAC,kmeans,COMP
scvis,0.03,scvis,scvis,scDesign3,SCIATAC,kmeans,COMP
EDGE,0.07,EDGE,EDGE,scDesign3,SCIATAC,kmeans,COMP
TriMap,0.09,TriMap,TriMap,scDesign3,SCIATAC,kmeans,COMP
ParametricUMAP50,0.06,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,kmeans,COMP
DRA,0.01,DRA,DRA,scDesign3,SCIATAC,kmeans,COMP
SIMLR,0.04,SIMLR,SIMLR,scDesign3,SCIATAC,kmeans,COMP
SAUCIE,0.04,SAUCIE,SAUCIE,scDesign3,SCIATAC,kmeans,COMP
PCA,0.12,PCA,PCA,scDesign3,SCIATAC,kmeans,COMP
PHATE,0.11,PHATE,PHATE,scDesign3,SCIATAC,kmeans,COMP
ivis,0.2,IVIS,IVIS,scDesign3,SCIATAC,kmeans,HOMO
scGAE,0.07,scGAE,scGAE,scDesign3,SCIATAC,kmeans,HOMO
VASC,0.07,VASC,VASC,scDesign3,SCIATAC,kmeans,HOMO
scGBM,0.39,scGBM,scGBM,scDesign3,SCIATAC,kmeans,HOMO
SPDR,0.17,SPDR,SPDR,scDesign3,SCIATAC,kmeans,HOMO
pCMF,0.02,pCMF,pCMF,scDesign3,SCIATAC,kmeans,HOMO
SQuaD_MDS_hybrid,0.05,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,kmeans,HOMO
SCDRHA,0.07,SCDRHA,SCDRHA,scDesign3,SCIATAC,kmeans,HOMO
TSNE,0.29,t-SNE,t-SNE,scDesign3,SCIATAC,kmeans,HOMO
UMAP,0.18,UMAP,UMAP,scDesign3,SCIATAC,kmeans,HOMO
VAE,0.07,VAE,VAE,scDesign3,SCIATAC,kmeans,HOMO
DREAM,0.01,DREAM,DREAM,scDesign3,SCIATAC,kmeans,HOMO
ZIFA,0.35,ZIFA,ZIFA,scDesign3,SCIATAC,kmeans,HOMO
SSNMDI,0.12,SSNMDI,SSNMDI,scDesign3,SCIATAC,kmeans,HOMO
tGPLVM,0.03,tGPLVM,tGPLVM,scDesign3,SCIATAC,kmeans,HOMO
SQuaD_MDS,0.05,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,kmeans,HOMO
GLMPCA,0.41,GLMPCA,GLMPCA,scDesign3,SCIATAC,kmeans,HOMO
PaCMAP,0.1,PaCMAP,PaCMAP,scDesign3,SCIATAC,kmeans,HOMO
ParametricUMAP200,0.09,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,kmeans,HOMO
scScope,0.04,scScope,scScope,scDesign3,SCIATAC,kmeans,HOMO
scvis,0.03,scvis,scvis,scDesign3,SCIATAC,kmeans,HOMO
EDGE,0.1,EDGE,EDGE,scDesign3,SCIATAC,kmeans,HOMO
TriMap,0.13,TriMap,TriMap,scDesign3,SCIATAC,kmeans,HOMO
ParametricUMAP50,0.09,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,kmeans,HOMO
DRA,0.02,DRA,DRA,scDesign3,SCIATAC,kmeans,HOMO
SIMLR,0.05,SIMLR,SIMLR,scDesign3,SCIATAC,kmeans,HOMO
SAUCIE,0.05,SAUCIE,SAUCIE,scDesign3,SCIATAC,kmeans,HOMO
PCA,0.11,PCA,PCA,scDesign3,SCIATAC,kmeans,HOMO
PHATE,0.16,PHATE,PHATE,scDesign3,SCIATAC,kmeans,HOMO
ivis,0.16,IVIS,IVIS,scDesign3,SCIATAC,kmeans,NMI
scGAE,0.06,scGAE,scGAE,scDesign3,SCIATAC,kmeans,NMI
VASC,0.06,VASC,VASC,scDesign3,SCIATAC,kmeans,NMI
scGBM,0.31,scGBM,scGBM,scDesign3,SCIATAC,kmeans,NMI
SPDR,0.14,SPDR,SPDR,scDesign3,SCIATAC,kmeans,NMI
pCMF,0.02,pCMF,pCMF,scDesign3,SCIATAC,kmeans,NMI
SQuaD_MDS_hybrid,0.04,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,kmeans,NMI
SCDRHA,0.07,SCDRHA,SCDRHA,scDesign3,SCIATAC,kmeans,NMI
TSNE,0.23,t-SNE,t-SNE,scDesign3,SCIATAC,kmeans,NMI
UMAP,0.14,UMAP,UMAP,scDesign3,SCIATAC,kmeans,NMI
VAE,0.06,VAE,VAE,scDesign3,SCIATAC,kmeans,NMI
DREAM,0.01,DREAM,DREAM,scDesign3,SCIATAC,kmeans,NMI
ZIFA,0.28,ZIFA,ZIFA,scDesign3,SCIATAC,kmeans,NMI
SSNMDI,0.09,SSNMDI,SSNMDI,scDesign3,SCIATAC,kmeans,NMI
tGPLVM,0.03,tGPLVM,tGPLVM,scDesign3,SCIATAC,kmeans,NMI
SQuaD_MDS,0.05,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,kmeans,NMI
GLMPCA,0.33,GLMPCA,GLMPCA,scDesign3,SCIATAC,kmeans,NMI
PaCMAP,0.08,PaCMAP,PaCMAP,scDesign3,SCIATAC,kmeans,NMI
ParametricUMAP200,0.07,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,kmeans,NMI
scScope,0.03,scScope,scScope,scDesign3,SCIATAC,kmeans,NMI
scvis,0.03,scvis,scvis,scDesign3,SCIATAC,kmeans,NMI
EDGE,0.08,EDGE,EDGE,scDesign3,SCIATAC,kmeans,NMI
TriMap,0.11,TriMap,TriMap,scDesign3,SCIATAC,kmeans,NMI
ParametricUMAP50,0.07,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,kmeans,NMI
DRA,0.01,DRA,DRA,scDesign3,SCIATAC,kmeans,NMI
SIMLR,0.05,SIMLR,SIMLR,scDesign3,SCIATAC,kmeans,NMI
SAUCIE,0.05,SAUCIE,SAUCIE,scDesign3,SCIATAC,kmeans,NMI
PCA,0.12,PCA,PCA,scDesign3,SCIATAC,kmeans,NMI
PHATE,0.13,PHATE,PHATE,scDesign3,SCIATAC,kmeans,NMI
ivis,0.32,IVIS,IVIS,scDesign3,SCIATAC,kmeans,SIL
scGAE,0.53,scGAE,scGAE,scDesign3,SCIATAC,kmeans,SIL
VASC,0.52,VASC,VASC,scDesign3,SCIATAC,kmeans,SIL
scGBM,0.34,scGBM,scGBM,scDesign3,SCIATAC,kmeans,SIL
SPDR,0.45,SPDR,SPDR,scDesign3,SCIATAC,kmeans,SIL
pCMF,0.95,pCMF,pCMF,scDesign3,SCIATAC,kmeans,SIL
SQuaD_MDS_hybrid,0.32,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,kmeans,SIL
SCDRHA,0.48,SCDRHA,SCDRHA,scDesign3,SCIATAC,kmeans,SIL
TSNE,0.38,t-SNE,t-SNE,scDesign3,SCIATAC,kmeans,SIL
UMAP,0.33,UMAP,UMAP,scDesign3,SCIATAC,kmeans,SIL
VAE,0.38,VAE,VAE,scDesign3,SCIATAC,kmeans,SIL
DREAM,0.32,DREAM,DREAM,scDesign3,SCIATAC,kmeans,SIL
ZIFA,0.34,ZIFA,ZIFA,scDesign3,SCIATAC,kmeans,SIL
SSNMDI,0.45,SSNMDI,SSNMDI,scDesign3,SCIATAC,kmeans,SIL
tGPLVM,0.32,tGPLVM,tGPLVM,scDesign3,SCIATAC,kmeans,SIL
SQuaD_MDS,0.43,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,kmeans,SIL
GLMPCA,0.34,GLMPCA,GLMPCA,scDesign3,SCIATAC,kmeans,SIL
PaCMAP,0.41,PaCMAP,PaCMAP,scDesign3,SCIATAC,kmeans,SIL
ParametricUMAP200,0.36,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,kmeans,SIL
scScope,0.35,scScope,scScope,scDesign3,SCIATAC,kmeans,SIL
scvis,0.62,scvis,scvis,scDesign3,SCIATAC,kmeans,SIL
EDGE,0.53,EDGE,EDGE,scDesign3,SCIATAC,kmeans,SIL
TriMap,0.43,TriMap,TriMap,scDesign3,SCIATAC,kmeans,SIL
ParametricUMAP50,0.36,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,kmeans,SIL
DRA,0.33,DRA,DRA,scDesign3,SCIATAC,kmeans,SIL
SIMLR,0.38,SIMLR,SIMLR,scDesign3,SCIATAC,kmeans,SIL
SAUCIE,0.52,SAUCIE,SAUCIE,scDesign3,SCIATAC,kmeans,SIL
PCA,0.48,PCA,PCA,scDesign3,SCIATAC,kmeans,SIL
PHATE,0.35,PHATE,PHATE,scDesign3,SCIATAC,kmeans,SIL
ivis,0.04,IVIS,IVIS,scDesign3,SCIATAC,louvain,ARI
scGAE,0.01,scGAE,scGAE,scDesign3,SCIATAC,louvain,ARI
VASC,0.0,VASC,VASC,scDesign3,SCIATAC,louvain,ARI
scGBM,0.06,scGBM,scGBM,scDesign3,SCIATAC,louvain,ARI
SPDR,0.03,SPDR,SPDR,scDesign3,SCIATAC,louvain,ARI
pCMF,0.01,pCMF,pCMF,scDesign3,SCIATAC,louvain,ARI
SQuaD_MDS_hybrid,0.01,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,louvain,ARI
SCDRHA,0.02,SCDRHA,SCDRHA,scDesign3,SCIATAC,louvain,ARI
TSNE,0.05,t-SNE,t-SNE,scDesign3,SCIATAC,louvain,ARI
UMAP,0.03,UMAP,UMAP,scDesign3,SCIATAC,louvain,ARI
VAE,0.01,VAE,VAE,scDesign3,SCIATAC,louvain,ARI
DREAM,-0.0,DREAM,DREAM,scDesign3,SCIATAC,louvain,ARI
ZIFA,0.05,ZIFA,ZIFA,scDesign3,SCIATAC,louvain,ARI
SSNMDI,0.02,SSNMDI,SSNMDI,scDesign3,SCIATAC,louvain,ARI
tGPLVM,0.0,tGPLVM,tGPLVM,scDesign3,SCIATAC,louvain,ARI
SQuaD_MDS,0.01,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,louvain,ARI
GLMPCA,0.06,GLMPCA,GLMPCA,scDesign3,SCIATAC,louvain,ARI
PaCMAP,0.01,PaCMAP,PaCMAP,scDesign3,SCIATAC,louvain,ARI
ParametricUMAP200,0.01,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,louvain,ARI
scScope,0.0,scScope,scScope,scDesign3,SCIATAC,louvain,ARI
scvis,0.0,scvis,scvis,scDesign3,SCIATAC,louvain,ARI
EDGE,0.02,EDGE,EDGE,scDesign3,SCIATAC,louvain,ARI
TriMap,0.02,TriMap,TriMap,scDesign3,SCIATAC,louvain,ARI
ParametricUMAP50,0.01,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,louvain,ARI
DRA,0.0,DRA,DRA,scDesign3,SCIATAC,louvain,ARI
SIMLR,0.02,SIMLR,SIMLR,scDesign3,SCIATAC,louvain,ARI
SAUCIE,0.0,SAUCIE,SAUCIE,scDesign3,SCIATAC,louvain,ARI
PCA,0.03,PCA,PCA,scDesign3,SCIATAC,louvain,ARI
PHATE,0.03,PHATE,PHATE,scDesign3,SCIATAC,louvain,ARI
ivis,0.11,IVIS,IVIS,scDesign3,SCIATAC,louvain,COMP
scGAE,0.06,scGAE,scGAE,scDesign3,SCIATAC,louvain,COMP
VASC,0.05,VASC,VASC,scDesign3,SCIATAC,louvain,COMP
scGBM,0.19,scGBM,scGBM,scDesign3,SCIATAC,louvain,COMP
SPDR,0.11,SPDR,SPDR,scDesign3,SCIATAC,louvain,COMP
pCMF,0.03,pCMF,pCMF,scDesign3,SCIATAC,louvain,COMP
SQuaD_MDS_hybrid,0.04,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,louvain,COMP
SCDRHA,0.07,SCDRHA,SCDRHA,scDesign3,SCIATAC,louvain,COMP
TSNE,0.15,t-SNE,t-SNE,scDesign3,SCIATAC,louvain,COMP
UMAP,0.1,UMAP,UMAP,scDesign3,SCIATAC,louvain,COMP
VAE,0.06,VAE,VAE,scDesign3,SCIATAC,louvain,COMP
DREAM,0.02,DREAM,DREAM,scDesign3,SCIATAC,louvain,COMP
ZIFA,0.17,ZIFA,ZIFA,scDesign3,SCIATAC,louvain,COMP
SSNMDI,0.08,SSNMDI,SSNMDI,scDesign3,SCIATAC,louvain,COMP
tGPLVM,0.03,tGPLVM,tGPLVM,scDesign3,SCIATAC,louvain,COMP
SQuaD_MDS,0.04,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,louvain,COMP
GLMPCA,0.19,GLMPCA,GLMPCA,scDesign3,SCIATAC,louvain,COMP
PaCMAP,0.07,PaCMAP,PaCMAP,scDesign3,SCIATAC,louvain,COMP
ParametricUMAP200,0.06,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,louvain,COMP
scScope,0.03,scScope,scScope,scDesign3,SCIATAC,louvain,COMP
scvis,0.03,scvis,scvis,scDesign3,SCIATAC,louvain,COMP
EDGE,0.08,EDGE,EDGE,scDesign3,SCIATAC,louvain,COMP
TriMap,0.1,TriMap,TriMap,scDesign3,SCIATAC,louvain,COMP
ParametricUMAP50,0.06,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,louvain,COMP
DRA,0.02,DRA,DRA,scDesign3,SCIATAC,louvain,COMP
SIMLR,0.05,SIMLR,SIMLR,scDesign3,SCIATAC,louvain,COMP
SAUCIE,0.04,SAUCIE,SAUCIE,scDesign3,SCIATAC,louvain,COMP
PCA,0.1,PCA,PCA,scDesign3,SCIATAC,louvain,COMP
PHATE,0.1,PHATE,PHATE,scDesign3,SCIATAC,louvain,COMP
ivis,0.27,IVIS,IVIS,scDesign3,SCIATAC,louvain,HOMO
scGAE,0.14,scGAE,scGAE,scDesign3,SCIATAC,louvain,HOMO
VASC,0.13,VASC,VASC,scDesign3,SCIATAC,louvain,HOMO
scGBM,0.43,scGBM,scGBM,scDesign3,SCIATAC,louvain,HOMO
SPDR,0.26,SPDR,SPDR,scDesign3,SCIATAC,louvain,HOMO
pCMF,0.02,pCMF,pCMF,scDesign3,SCIATAC,louvain,HOMO
SQuaD_MDS_hybrid,0.09,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,louvain,HOMO
SCDRHA,0.17,SCDRHA,SCDRHA,scDesign3,SCIATAC,louvain,HOMO
TSNE,0.36,t-SNE,t-SNE,scDesign3,SCIATAC,louvain,HOMO
UMAP,0.24,UMAP,UMAP,scDesign3,SCIATAC,louvain,HOMO
VAE,0.15,VAE,VAE,scDesign3,SCIATAC,louvain,HOMO
DREAM,0.05,DREAM,DREAM,scDesign3,SCIATAC,louvain,HOMO
ZIFA,0.41,ZIFA,ZIFA,scDesign3,SCIATAC,louvain,HOMO
SSNMDI,0.2,SSNMDI,SSNMDI,scDesign3,SCIATAC,louvain,HOMO
tGPLVM,0.07,tGPLVM,tGPLVM,scDesign3,SCIATAC,louvain,HOMO
SQuaD_MDS,0.1,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,louvain,HOMO
GLMPCA,0.45,GLMPCA,GLMPCA,scDesign3,SCIATAC,louvain,HOMO
PaCMAP,0.17,PaCMAP,PaCMAP,scDesign3,SCIATAC,louvain,HOMO
ParametricUMAP200,0.13,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,louvain,HOMO
scScope,0.07,scScope,scScope,scDesign3,SCIATAC,louvain,HOMO
scvis,0.08,scvis,scvis,scDesign3,SCIATAC,louvain,HOMO
EDGE,0.2,EDGE,EDGE,scDesign3,SCIATAC,louvain,HOMO
TriMap,0.24,TriMap,TriMap,scDesign3,SCIATAC,louvain,HOMO
ParametricUMAP50,0.13,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,louvain,HOMO
DRA,0.05,DRA,DRA,scDesign3,SCIATAC,louvain,HOMO
SIMLR,0.11,SIMLR,SIMLR,scDesign3,SCIATAC,louvain,HOMO
SAUCIE,0.1,SAUCIE,SAUCIE,scDesign3,SCIATAC,louvain,HOMO
PCA,0.24,PCA,PCA,scDesign3,SCIATAC,louvain,HOMO
PHATE,0.23,PHATE,PHATE,scDesign3,SCIATAC,louvain,HOMO
ivis,0.16,IVIS,IVIS,scDesign3,SCIATAC,louvain,NMI
scGAE,0.08,scGAE,scGAE,scDesign3,SCIATAC,louvain,NMI
VASC,0.07,VASC,VASC,scDesign3,SCIATAC,louvain,NMI
scGBM,0.26,scGBM,scGBM,scDesign3,SCIATAC,louvain,NMI
SPDR,0.16,SPDR,SPDR,scDesign3,SCIATAC,louvain,NMI
pCMF,0.02,pCMF,pCMF,scDesign3,SCIATAC,louvain,NMI
SQuaD_MDS_hybrid,0.05,SQuaD-MDS hybrid,SQuaD-MDS,scDesign3,SCIATAC,louvain,NMI
SCDRHA,0.1,SCDRHA,SCDRHA,scDesign3,SCIATAC,louvain,NMI
TSNE,0.21,t-SNE,t-SNE,scDesign3,SCIATAC,louvain,NMI
UMAP,0.15,UMAP,UMAP,scDesign3,SCIATAC,louvain,NMI
VAE,0.09,VAE,VAE,scDesign3,SCIATAC,louvain,NMI
DREAM,0.03,DREAM,DREAM,scDesign3,SCIATAC,louvain,NMI
ZIFA,0.24,ZIFA,ZIFA,scDesign3,SCIATAC,louvain,NMI
SSNMDI,0.12,SSNMDI,SSNMDI,scDesign3,SCIATAC,louvain,NMI
tGPLVM,0.04,tGPLVM,tGPLVM,scDesign3,SCIATAC,louvain,NMI
SQuaD_MDS,0.06,SQuaD-MDS,SQuaD-MDS,scDesign3,SCIATAC,louvain,NMI
GLMPCA,0.27,GLMPCA,GLMPCA,scDesign3,SCIATAC,louvain,NMI
PaCMAP,0.1,PaCMAP,PaCMAP,scDesign3,SCIATAC,louvain,NMI
ParametricUMAP200,0.08,Parametric UMAP 200,UMAP,scDesign3,SCIATAC,louvain,NMI
scScope,0.04,scScope,scScope,scDesign3,SCIATAC,louvain,NMI
scvis,0.04,scvis,scvis,scDesign3,SCIATAC,louvain,NMI
EDGE,0.12,EDGE,EDGE,scDesign3,SCIATAC,louvain,NMI
TriMap,0.14,TriMap,TriMap,scDesign3,SCIATAC,louvain,NMI
ParametricUMAP50,0.08,Parametric UMAP 50,UMAP,scDesign3,SCIATAC,louvain,NMI
DRA,0.03,DRA,DRA,scDesign3,SCIATAC,louvain,NMI
SIMLR,0.07,SIMLR,SIMLR,scDesign3,SCIATAC,louvain,NMI
SAUCIE,0.06,SAUCIE,SAUCIE,scDesign3,SCIATAC,louvain,NMI
PCA,0.14,PCA,PCA,scDesign3,SCIATAC,louvain,NMI
PHATE,0.14,PHATE,PHATE,scDesign3,SCIATAC,louvain,NMI
